x,u,a5_unsmoothed_identity,a5_selected,rel_scaled_difference
0.0172214267580505,58.06719815084602,-4.882065700149527,-4.882093465516458,5.687216976636061e-06
0.0172613070679608,57.93304041593283,-5.300822840797791,-5.300810469735291,2.333800406330264e-06
0.0173012797302144,57.799192637388096,-5.190138224598514,-5.190144132467058,1.1382873226205113e-06
0.0173413449586754,57.66565409909151,-5.128759763855209,-5.12875655538716,6.255836101328535e-07
0.0173815029677027,57.53242408657882,-5.43573403018985,-5.435735401487874,2.52274672905277e-07
0.0174217539721517,57.39950188703609,-5.087800574875156,-5.087800434253582,2.7638971274781496e-08
0.0174620981873756,57.26688678929546,-5.0103881193723145,-5.0103871642705915,1.9062429901403234e-07
0.0175025358292261,57.13457808383281,-5.258681560132081,-5.258682243013736,1.2985795898194105e-07
0.0175430671140546,57.00257506276377,-5.36498906370968,-5.36498909785648,6.364747373891394e-09
0.0175836922587139,56.87087701983825,-5.1416775479584995,-5.141676082731506,2.849706113016025e-07
0.0176244114805586,56.73948325043903,-5.054172019623613,-5.054175325685855,6.541253896606023e-07
0.0176652249974469,56.608393051576016,-5.272817083315585,-5.272810096716553,1.3250220749645656e-06
0.0177061330277414,56.47760572188361,-5.202326025818444,-5.202338978904653,2.4898643692614036e-06
0.0177471357903103,56.34712056161686,-5.164695292820915,-5.164670420288575,4.815876044996629e-06
0.0177882335045288,56.21693687264701,-5.254627306401545,-5.25467262021833,8.623602425593707e-06
0.01782942639028,56.08705395845859,-5.097361029068107,-5.097291825846394,1.3576284143593737e-05
0.0178707146679561,55.95747112414568,-5.1314562295472905,-5.131534532784087,1.525945721721849e-05
0.01791209855846,55.82818767640677,-5.379112090119399,-5.379048678575431,1.1788477894908128e-05
0.0179535782832058,55.6992029235433,-5.158715214583568,-5.158751273655945,6.989932740418934e-06
0.0179951540641206,55.57051617545397,-5.035157186857449,-5.035142516869874,2.913511342627511e-06
0.0180368261236452,55.44212674363256,-5.353594991570122,-5.353598685542351,6.899984467191354e-07
0.0180785946847356,55.31403394116333,-5.131144836356082,-5.131144802561856,6.5860986508776885e-09
0.0181204599708642,55.18623708271728,-5.073351463373667,-5.073350817466251,1.2731375326628577e-07
0.0181624222060209,55.0587354845488,-5.30488501274567,-5.304884104264156,1.7125376173739264e-07
0.0182044816147141,54.93152846449261,-5.1647706289338755,-5.164774361067444,7.226136137594589e-07
0.0182466384219723,54.80461534195891,-5.243390993435421,-5.243381566756717,1.7978210503866285e-06
0.018288892853345,54.67799543793063,-5.2174346360917125,-5.21745527972578,3.9566636684359624e-06
0.0183312451349041,54.551668074959245,-5.05094341559997,-5.050901132334053,8.37136004859003e-06
0.018373695493245,54.42563257716147,-5.2359937845427975,-5.23606698508457,1.3980257575584375e-05
0.0184162441554878,54.29988827021568,-5.262121442931826,-5.262012782847567,2.0649482425990572e-05
0.0184588913492785,54.17443448135832,-5.054268511444535,-5.054397100056804,2.54415870423403e-05
0.0185016373027904,54.04927053937982,-5.240205567494335,-5.240131396513634,1.4154212033300062e-05
0.0185444822447252,53.92439577462134,-5.213344704541229,-5.21327517513172,1.3336814166235614e-05
0.018587426404314,53.79980951897179,-5.130426808892185,-5.13055928149709,2.582097159550678e-05
0.0186304700113189,53.67551110586326,-5.365404907064525,-5.365446219678194,7.699812853859296e-06
0.0186736132960341,53.55149987026774,-5.014206015113881,-5.013913770205041,5.828338683329599e-05
0.0187168564892871,53.42777514869371,-5.007233011569077,-5.007592764863433,7.184672523228378e-05
0.0187601998224398,53.30433627918299,-5.508429510724502,-5.508179097065748,4.5460082273383014e-05
0.0188036435273899,53.18118260130664,-5.208642741767411,-5.208768327613562,2.4111050109810578e-05
0.0188471878365723,53.05831345616111,-4.919439422618968,-4.919381059839352,1.1863705313230234e-05
0.0188908329829599,52.93572818636584,-5.3301003081245675,-5.33013469096042,6.450692081687685e-06
0.0189345792000653,52.81342613605858,-5.240902734215704,-5.240865014347087,7.197208292141298e-06
0.0189784267219419,52.69140665089221,-4.955307664268396,-4.955376705768413,1.3932838220010793e-05
0.0190223757831848,52.56966907803228,-5.360199628372444,-5.360063405663961,2.54137379065486e-05
0.0190664266189326,52.44821276615194,-5.219175621513209,-5.219393679883922,4.178023245934749e-05
0.0191105794648685,52.32703706542898,-5.016364612368976,-5.016108338694403,5.1087529391531304e-05
0.0191548345572212,52.20614132754329,-5.418008004084744,-5.418223514276074,3.9776646909406e-05
0.0191991921327667,52.0855249056719,-5.041870413213873,-5.041736623325782,2.6535764929664527e-05
0.0192436524288292,51.9651871544866,-5.034516853564162,-5.034585112844912,1.355825846566757e-05
0.0192882156832824,51.84512743015032,-5.458661016805839,-5.458622540489559,7.0486729550113615e-06
0.0193328821345511,51.725345090312864,-5.016284646549935,-5.016320345679325,7.116647460197889e-06
0.0193776520216119,51.60583949410898,-5.068196572462654,-5.068148646119058,9.456291387031454e-06
0.0194225255839951,51.48661000215328,-5.451132728629348,-5.451168661484722,6.5918144287928e-06
0.0194675030617855,51.36765597653811,-5.142420456009226,-5.142483137739034,1.2189149126118953e-05
0.0195125846956239,51.24897678082958,-4.997297761151483,-4.997057787908163,4.802060129091895e-05
0.0195577707267086,51.13057178006356,-5.311178060611798,-5.311543880519963,6.887735714940934e-05
0.0196030613967961,51.01244034074386,-5.122550737546749,-5.122211325777036,6.625835196242434e-05
0.0196484569482029,50.894581830837495,-5.111782293627388,-5.111997376534257,4.2075912962278015e-05
0.0196939576238067,50.77699561977159,-5.410908320436928,-5.410803810894887,1.9314602253776118e-05
0.0197395636670475,50.65968107843048,-5.0513109568772006,-5.051356108609248,8.93861661515236e-06
0.0197852753219293,50.54263757915137,-5.026880594509282,-5.026860913572298,3.915139143273116e-06
